user_id,timestamp,ip_address,location,success,auth_method,device_type,is_attack,attack_type
user_003,2026-04-13 07:40:15.394777,192.168.25.196,Milan,True,biometric,linux,False,
user_003,2026-03-25 06:12:35.394777,192.168.100.197,Milan,True,password,linux,False,
user_003,2026-04-13 14:46:45.394777,192.168.121.18,Milan,True,biometric,windows,False,
user_003,2026-03-26 13:10:49.394777,192.168.183.3,Milan,True,mfa,linux,False,
user_003,2026-04-11 12:22:46.394777,192.168.166.18,Milan,True,mfa,linux,False,
user_003,2026-04-08 06:25:16.394777,192.168.181.41,Milan,True,biometric,windows,False,
user_003,2026-03-30 10:37:57.394777,192.168.32.227,Milan,True,password,linux,False,
user_003,2026-03-16 06:50:25.394777,192.168.132.97,Milan,True,password,linux,False,
user_003,2026-03-26 11:50:46.394777,192.168.131.124,Milan,True,password,mac,False,
user_003,2026-04-03 07:36:33.394777,192.168.155.143,Milan,True,password,linux,False,
user_003,2026-03-27 11:10:47.394777,192.168.214.224,Milan,True,biometric,linux,False,
user_003,2026-04-03 09:43:17.394777,192.168.243.63,Milan,True,mfa,linux,False,
user_003,2026-04-13 12:18:34.394777,192.168.141.184,Milan,True,biometric,mac,False,
user_003,2026-03-21 08:16:24.394777,192.168.251.80,Milan,True,mfa,linux,False,
user_003,2026-04-11 07:15:21.394777,192.168.37.67,Milan,True,mfa,mac,False,
user_003,2026-04-02 13:41:10.394777,192.168.192.1,Milan,True,password,windows,False,
user_003,2026-04-09 09:38:21.394777,192.168.124.169,Milan,True,password,linux,False,
user_003,2026-04-08 11:25:35.394777,192.168.22.230,Milan,True,password,mac,False,
user_003,2026-04-04 12:29:40.394777,192.168.69.108,Milan,True,biometric,linux,False,
user_003,2026-04-12 07:09:43.394777,192.168.230.42,Milan,True,mfa,linux,False,
user_004,2026-03-26 07:25:36.394777,192.168.118.120,Paris,True,biometric,mac,False,
user_004,2026-03-22 08:17:34.394777,192.168.107.201,Paris,True,password,mac,False,
user_004,2026-03-28 11:18:25.394777,192.168.70.63,Paris,True,mfa,windows,False,
user_004,2026-03-30 10:13:15.394777,192.168.135.1,Paris,True,biometric,mac,False,
user_004,2026-04-06 09:10:20.394777,192.168.94.62,Paris,True,biometric,mac,False,
user_004,2026-04-03 09:20:29.394777,192.168.234.27,Paris,True,mfa,windows,False,
user_004,2026-04-12 14:11:10.394777,192.168.17.20,Paris,True,mfa,mobile,False,
user_004,2026-03-17 12:59:09.394777,192.168.99.59,Paris,True,mfa,mobile,False,
user_004,2026-03-18 13:17:45.394777,192.168.197.9,Paris,True,mfa,mac,False,
user_004,2026-04-14 06:11:25.394777,192.168.78.205,Paris,True,biometric,mac,False,
user_004,2026-03-25 12:21:52.394777,192.168.176.49,Paris,True,biometric,mac,False,
user_004,2026-04-14 14:40:43.394777,192.168.121.69,Paris,True,password,mobile,False,
user_004,2026-04-06 06:39:07.394777,192.168.172.98,Paris,True,password,mobile,False,
user_004,2026-04-11 14:51:31.394777,192.168.160.233,Paris,True,password,mobile,False,
user_004,2026-03-24 07:12:49.394777,192.168.248.94,Paris,True,password,mobile,False,
user_004,2026-04-09 06:29:46.394777,192.168.238.206,Paris,True,biometric,mac,False,
user_004,2026-03-22 06:05:52.394777,192.168.222.18,Paris,True,password,mac,False,
user_004,2026-03-29 10:55:06.394777,192.168.15.2,Paris,True,password,mac,False,
user_004,2026-03-20 09:32:14.394777,192.168.214.226,Paris,True,password,mac,False,
user_004,2026-04-08 07:24:30.394777,192.168.123.11,Paris,True,mfa,mobile,False,
user_004,2026-03-18 10:22:26.394777,192.168.69.176,Paris,True,biometric,mac,False,
user_004,2026-03-29 12:28:05.394777,192.168.107.42,Paris,True,password,mobile,False,
user_004,2026-04-05 11:57:11.394777,192.168.235.162,Paris,True,biometric,mobile,False,
user_004,2026-04-05 10:46:02.394777,192.168.50.199,Paris,True,mfa,mobile,False,
user_004,2026-04-13 11:35:02.394777,192.168.22.115,Paris,True,biometric,mac,False,
user_004,2026-04-11 06:14:16.394777,192.168.121.28,Paris,True,mfa,mac,False,
user_004,2026-04-10 08:36:37.394777,192.168.57.150,Paris,True,biometric,mac,False,
user_004,2026-03-17 15:00:33.394777,192.168.95.143,Paris,True,mfa,mac,False,
user_004,2026-04-09 14:44:50.394777,192.168.49.80,Paris,True,biometric,mobile,False,
user_004,2026-04-08 15:03:43.394777,192.168.115.129,Paris,True,mfa,mac,False,
user_004,2026-04-04 14:49:53.394777,192.168.88.40,Paris,True,password,mac,False,
user_004,2026-04-06 09:02:19.394777,192.168.188.113,Paris,True,mfa,mobile,False,
user_004,2026-03-15 13:45:06.394777,192.168.23.51,Paris,True,biometric,mobile,False,
user_004,2026-04-07 09:17:40.394777,192.168.92.18,Paris,True,mfa,mac,False,
user_004,2026-03-20 10:03:21.394777,192.168.234.91,Paris,True,password,windows,False,
user_004,2026-03-23 07:49:54.394777,192.168.37.200,Paris,True,biometric,mac,False,
user_004,2026-04-14 08:17:50.394777,192.168.141.110,Paris,True,password,mobile,False,
user_004,2026-04-12 14:57:30.394777,192.168.143.31,Paris,True,biometric,windows,False,
user_004,2026-04-01 06:31:45.394777,192.168.123.49,Paris,True,mfa,mac,False,
user_004,2026-03-18 10:53:54.394777,192.168.210.204,Paris,True,biometric,mobile,False,
user_005,2026-03-19 07:57:22.394777,192.168.174.168,Tunis,True,mfa,mac,False,
user_005,2026-04-14 06:06:35.394777,192.168.115.176,Tunis,True,password,mac,False,
user_005,2026-03-27 11:38:30.394777,192.168.73.136,Tunis,True,biometric,mac,False,
user_005,2026-04-10 11:53:05.394777,192.168.236.96,Tunis,True,mfa,mac,False,
user_005,2026-03-30 13:23:02.394777,192.168.48.236,Tunis,True,password,mac,False,
user_005,2026-04-10 09:34:06.394777,192.168.230.90,Tunis,True,biometric,mac,False,
user_005,2026-04-07 13:46:09.394777,192.168.22.73,Tunis,True,biometric,mac,False,
user_005,2026-04-03 05:49:30.394777,192.168.5.213,Tunis,True,biometric,mac,False,
user_005,2026-03-15 14:49:39.394777,192.168.159.158,Tunis,True,mfa,mac,False,
user_005,2026-04-09 12:54:19.394777,192.168.29.131,Tunis,True,mfa,mac,False,
user_005,2026-03-22 05:20:50.394777,192.168.227.143,Tunis,True,password,mac,False,
user_005,2026-03-19 07:58:27.394777,192.168.50.212,Tunis,True,biometric,mac,False,
user_005,2026-04-07 12:15:50.394777,192.168.19.174,Tunis,True,biometric,mac,False,
user_005,2026-04-06 08:22:26.394777,192.168.115.182,Tunis,True,mfa,mac,False,
user_005,2026-04-04 07:21:45.394777,192.168.70.101,Tunis,True,biometric,mac,False,
user_005,2026-03-23 07:05:02.394777,192.168.235.215,Tunis,True,biometric,mac,False,
user_005,2026-03-26 10:01:33.394777,192.168.37.165,Tunis,True,biometric,mac,False,
user_005,2026-03-19 05:32:17.394777,192.168.254.236,Tunis,True,biometric,mac,False,
user_005,2026-04-01 06:53:27.394777,192.168.121.193,Tunis,True,mfa,mac,False,
user_005,2026-04-03 07:23:19.394777,192.168.197.198,Tunis,True,mfa,mac,False,
user_005,2026-04-02 11:16:58.394777,192.168.233.248,Tunis,True,mfa,mac,False,
user_005,2026-04-09 10:32:15.394777,192.168.81.15,Tunis,True,biometric,mac,False,
user_005,2026-04-02 07:26:49.394777,192.168.230.76,Tunis,True,password,mac,False,
user_005,2026-04-06 14:35:41.394777,192.168.75.113,Tunis,True,password,mac,False,
user_005,2026-03-29 12:36:51.394777,192.168.162.185,Tunis,True,mfa,mac,False,
user_005,2026-04-09 11:11:34.394777,192.168.70.204,Tunis,True,mfa,mac,False,
user_005,2026-04-03 05:57:10.394777,192.168.100.28,Tunis,True,password,mac,False,
user_005,2026-04-07 14:23:05.394777,192.168.211.43,Tunis,True,mfa,mac,False,
user_005,2026-03-21 06:18:43.394777,192.168.22.167,Tunis,True,mfa,mac,False,
user_005,2026-03-24 05:51:04.394777,192.168.206.242,Tunis,True,biometric,mac,False,
user_005,2026-04-04 13:25:26.394777,192.168.170.240,Tunis,True,biometric,mac,False,
user_005,2026-03-25 08:09:36.394777,192.168.36.165,Tunis,True,password,mac,False,
user_005,2026-04-07 14:24:09.394777,192.168.242.193,Tunis,True,biometric,mac,False,
user_005,2026-03-15 11:38:27.394777,192.168.122.71,Tunis,True,password,mac,False,
user_005,2026-03-15 14:48:03.394777,192.168.214.111,Tunis,True,password,mac,False,
user_005,2026-03-23 13:51:22.394777,192.168.178.196,Tunis,True,biometric,mac,False,
user_005,2026-03-25 05:44:01.394777,192.168.44.3,Tunis,True,mfa,mac,False,
user_005,2026-04-02 13:54:27.394777,192.168.70.187,Tunis,True,password,mac,False,
user_005,2026-04-13 13:47:38.394777,192.168.68.222,Tunis,True,mfa,mac,False,
user_005,2026-04-10 11:10:03.394777,192.168.153.67,Tunis,True,password,mac,False,
user_006,2026-04-09 10:02:55.394777,192.168.199.25,Barcelona,True,password,windows,False,
user_006,2026-03-15 13:07:02.394777,192.168.146.183,Barcelona,True,biometric,windows,False,
user_006,2026-03-15 13:07:20.394777,192.168.177.153,Barcelona,True,mfa,mobile,False,
user_006,2026-03-30 12:03:50.394777,192.168.228.116,Barcelona,True,mfa,windows,False,
user_006,2026-03-19 07:17:24.394777,192.168.103.112,Barcelona,True,mfa,mac,False,
user_006,2026-03-19 10:45:28.394777,192.168.1.170,Barcelona,True,mfa,windows,False,
user_006,2026-04-11 15:00:42.394777,192.168.229.37,Barcelona,True,biometric,mobile,False,
user_006,2026-03-21 14:50:13.394777,192.168.112.77,Barcelona,True,mfa,mac,False,
user_006,2026-03-28 11:39:15.394777,192.168.125.84,Barcelona,True,mfa,windows,False,
user_006,2026-04-10 11:50:28.394777,192.168.190.118,Barcelona,True,mfa,mobile,False,
user_006,2026-03-17 13:40:04.394777,192.168.226.220,Barcelona,True,password,windows,False,
user_006,2026-04-11 07:10:39.394777,192.168.224.33,Barcelona,True,mfa,windows,False,
user_006,2026-03-23 05:48:31.394777,192.168.232.178,Barcelona,True,biometric,windows,False,
user_006,2026-04-13 08:13:47.394777,192.168.140.229,Barcelona,True,mfa,mobile,False,
user_006,2026-03-31 11:38:43.394777,192.168.177.161,Barcelona,True,biometric,windows,False,
user_006,2026-03-30 05:34:38.394777,192.168.149.121,Barcelona,True,password,mac,False,
user_006,2026-04-11 09:58:17.394777,192.168.224.145,Barcelona,True,password,mobile,False,
user_006,2026-04-03 12:16:46.394777,192.168.33.155,Barcelona,True,biometric,mac,False,
user_006,2026-04-07 07:59:59.394777,192.168.105.14,Barcelona,True,mfa,windows,False,
user_006,2026-04-02 11:45:19.394777,192.168.3.199,Barcelona,True,biometric,mac,False,
user_006,2026-03-31 11:25:23.394777,192.168.164.31,Barcelona,True,mfa,mac,False,
user_006,2026-04-07 05:13:23.394777,192.168.243.20,Barcelona,True,mfa,mobile,False,
user_006,2026-03-23 10:07:30.394777,192.168.214.18,Barcelona,True,password,windows,False,
user_006,2026-04-03 08:32:40.394777,192.168.91.87,Barcelona,True,password,mac,False,
user_006,2026-03-21 12:17:35.394777,192.168.57.21,Barcelona,True,biometric,windows,False,
user_006,2026-03-28 06:34:20.394777,192.168.139.58,Barcelona,True,password,mac,False,
user_006,2026-03-22 10:49:41.394777,192.168.7.16,Barcelona,True,biometric,mac,False,
user_006,2026-04-07 13:25:30.394777,192.168.176.181,Barcelona,True,mfa,mobile,False,
user_006,2026-03-21 09:35:13.394777,192.168.187.224,Barcelona,True,biometric,mac,False,
user_006,2026-04-06 14:42:53.394777,192.168.154.218,Barcelona,True,biometric,mobile,False,
user_006,2026-03-26 08:06:09.394777,192.168.37.52,Barcelona,True,biometric,windows,False,
user_006,2026-04-08 10:56:58.394777,192.168.17.88,Barcelona,True,mfa,mac,False,
user_006,2026-03-31 07:33:12.394777,192.168.43.171,Barcelona,True,mfa,windows,False,
user_006,2026-04-05 06:53:42.394777,192.168.14.8,Barcelona,True,mfa,mobile,False,
user_006,2026-04-08 05:22:44.394777,192.168.17.65,Barcelona,True,mfa,windows,False,
user_006,2026-04-03 10:04:31.394777,192.168.141.6,Barcelona,True,biometric,mobile,False,
user_006,2026-03-18 14:37:02.394777,192.168.32.242,Barcelona,True,password,windows,False,
user_006,2026-04-03 14:15:59.394777,192.168.100.253,Barcelona,True,biometric,windows,False,
user_006,2026-04-02 08:50:19.394777,192.168.60.169,Barcelona,False,password,mac,False,
user_006,2026-03-20 12:21:18.394777,192.168.36.230,Barcelona,True,password,mac,False,
user_007,2026-03-22 05:46:14.394777,192.168.66.86,Rome,True,mfa,mobile,False,
user_007,2026-03-29 12:35:54.394777,192.168.2.5,Rome,True,biometric,mobile,False,
user_007,2026-04-12 07:06:00.394777,192.168.243.108,Rome,True,biometric,mobile,False,
user_007,2026-03-17 09:09:13.394777,192.168.26.226,Rome,True,mfa,mobile,False,
user_007,2026-03-28 10:50:42.394777,192.168.101.134,Rome,True,password,mobile,False,
user_007,2026-03-15 11:12:52.394777,192.168.240.52,Rome,True,biometric,mobile,False,
user_007,2026-03-22 08:23:57.394777,192.168.108.110,Rome,True,password,mobile,False,
user_007,2026-03-27 09:21:18.394777,192.168.212.205,Rome,True,biometric,mobile,False,
user_007,2026-03-15 05:28:44.394777,192.168.229.25,Rome,True,password,mobile,False,
user_007,2026-04-01 08:37:38.394777,192.168.171.88,Rome,True,biometric,mobile,False,
user_007,2026-03-27 05:12:43.394777,192.168.25.198,Rome,True,biometric,mobile,False,
user_007,2026-03-30 13:33:23.394777,192.168.120.87,Rome,True,password,mobile,False,
user_007,2026-04-14 06:06:30.394777,192.168.63.167,Rome,True,mfa,mobile,False,
user_007,2026-03-28 11:41:38.394777,192.168.40.150,Rome,True,biometric,mobile,False,
user_007,2026-03-31 09:11:28.394777,192.168.119.79,Rome,True,mfa,mobile,False,
user_007,2026-03-28 08:41:59.394777,192.168.176.148,Rome,True,biometric,mobile,False,
user_007,2026-03-26 10:21:12.394777,192.168.150.167,Rome,True,biometric,mobile,False,
user_007,2026-04-11 11:40:40.394777,192.168.62.95,Rome,False,biometric,mobile,False,
user_007,2026-04-08 05:55:30.394777,192.168.89.111,Rome,True,mfa,mobile,False,
user_007,2026-03-28 14:29:20.394777,192.168.229.247,Rome,True,biometric,mobile,False,
user_007,2026-03-20 10:05:39.394777,192.168.135.39,Rome,True,mfa,mobile,False,
user_007,2026-03-30 08:56:39.394777,192.168.38.102,Rome,True,mfa,mobile,False,
user_007,2026-03-16 07:08:10.394777,192.168.193.72,Rome,True,password,mobile,False,
user_007,2026-04-02 06:04:40.394777,192.168.20.112,Rome,True,mfa,mobile,False,
user_007,2026-04-04 13:41:52.394777,192.168.91.96,Rome,True,mfa,mobile,False,
user_007,2026-03-21 11:16:54.394777,192.168.226.241,Rome,True,password,mobile,False,
user_007,2026-04-10 05:17:22.394777,192.168.211.106,Rome,True,mfa,mobile,False,
user_007,2026-03-21 05:18:04.394777,192.168.217.57,Rome,True,password,mobile,False,
user_007,2026-04-07 12:36:31.394777,192.168.142.92,Rome,True,mfa,mobile,False,
user_007,2026-03-23 07:08:26.394777,192.168.198.172,Rome,True,biometric,mobile,False,
user_007,2026-03-29 14:03:20.394777,192.168.10.223,Rome,True,biometric,mobile,False,
user_007,2026-03-25 07:22:05.394777,192.168.174.220,Rome,True,biometric,mobile,False,
user_007,2026-03-28 10:33:08.394777,192.168.59.30,Rome,True,mfa,mobile,False,
user_007,2026-03-30 06:15:12.394777,192.168.227.89,Rome,True,biometric,mobile,False,
user_007,2026-03-15 06:23:18.394777,192.168.181.1,Rome,True,password,mobile,False,
user_007,2026-04-11 07:36:44.394777,192.168.12.159,Rome,True,biometric,mobile,False,
user_007,2026-04-06 08:26:43.394777,192.168.106.86,Rome,True,password,mobile,False,
user_007,2026-04-14 09:56:18.394777,192.168.236.156,Rome,True,mfa,mobile,False,
user_007,2026-03-27 12:13:56.394777,192.168.201.11,Rome,True,mfa,mobile,False,
user_007,2026-03-20 13:40:40.394777,192.168.169.101,Rome,True,biometric,mobile,False,
user_008,2026-03-24 11:59:58.394777,192.168.166.181,Milan,True,biometric,windows,False,
user_008,2026-03-28 07:13:31.394777,192.168.218.128,Milan,True,password,windows,False,
user_008,2026-04-05 08:25:17.394777,192.168.130.202,Milan,True,biometric,windows,False,
user_008,2026-03-16 06:58:53.394777,192.168.175.112,Milan,True,biometric,windows,False,
user_008,2026-03-16 05:38:39.394777,192.168.180.12,Milan,True,mfa,windows,False,
user_008,2026-04-01 08:28:57.394777,192.168.61.22,Milan,True,mfa,windows,False,
user_008,2026-03-19 06:16:05.394777,192.168.238.160,Milan,True,mfa,windows,False,
user_008,2026-03-30 10:53:14.394777,192.168.16.103,Milan,True,password,windows,False,
user_008,2026-03-28 11:36:34.394777,192.168.230.189,Milan,True,mfa,windows,False,
user_008,2026-03-19 13:43:45.394777,192.168.206.229,Milan,True,biometric,windows,False,
user_008,2026-03-31 06:27:55.394777,192.168.59.226,Milan,False,password,windows,False,
user_008,2026-03-16 12:34:52.394777,192.168.253.75,Milan,True,password,windows,False,
user_008,2026-03-24 05:17:20.394777,192.168.205.225,Milan,True,mfa,windows,False,
user_008,2026-04-11 07:41:29.394777,192.168.120.128,Milan,False,password,windows,False,
user_008,2026-04-07 13:36:16.394777,192.168.105.7,Milan,True,biometric,windows,False,
user_008,2026-04-12 15:01:25.394777,192.168.240.1,Milan,True,password,windows,False,
user_008,2026-03-27 07:42:12.394777,192.168.168.24,Milan,True,biometric,windows,False,
user_008,2026-03-22 06:56:13.394777,192.168.80.157,Milan,True,mfa,windows,False,
user_008,2026-04-03 10:56:51.394777,192.168.42.65,Milan,True,mfa,windows,False,
user_008,2026-03-19 13:44:30.394777,192.168.240.245,Milan,True,password,windows,False,
user_008,2026-03-21 10:33:30.394777,192.168.12.10,Milan,True,biometric,windows,False,
user_008,2026-03-17 09:00:37.394777,192.168.14.134,Milan,True,biometric,windows,False,
user_008,2026-03-22 09:53:44.394777,192.168.190.33,Milan,True,password,windows,False,
user_008,2026-04-08 06:39:10.394777,192.168.1.226,Milan,True,password,windows,False,
user_008,2026-04-11 10:15:09.394777,192.168.244.177,Milan,True,mfa,windows,False,
user_008,2026-04-10 11:53:32.394777,192.168.49.148,Milan,False,mfa,windows,False,
user_008,2026-03-21 08:54:49.394777,192.168.175.203,Milan,True,biometric,windows,False,
user_008,2026-03-20 10:24:06.394777,192.168.82.127,Milan,True,mfa,windows,False,
user_008,2026-03-30 10:45:53.394777,192.168.25.206,Milan,True,biometric,windows,False,
user_008,2026-04-06 05:19:31.394777,192.168.245.216,Milan,False,password,windows,False,
user_008,2026-04-04 13:51:16.394777,192.168.106.218,Milan,True,password,windows,False,
user_008,2026-04-08 10:42:09.394777,192.168.181.175,Milan,True,mfa,windows,False,
user_008,2026-03-19 12:22:43.394777,192.168.113.180,Milan,True,biometric,windows,False,
user_008,2026-03-15 13:15:25.394777,192.168.25.100,Milan,True,mfa,windows,False,
user_008,2026-03-28 11:08:04.394777,192.168.253.15,Milan,True,mfa,windows,False,
